AREA NAME,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,Premis Desc,Weapon Desc,Status Desc,Hour,DayOfWeek,IsWeekend,TimeOfDay,IsNight,TimeToReport_Hours,Occ_Month,Has_Cross_Street_np,Location_Cluster,Hour_Sin,Hour_Cos
Mission,THEFT PLAIN - PETTY ($950 & UNDER),30,M,W,"PORCH, RESIDENTIAL",undefined,Invest Cont,13,Saturday,1,Afternoon,0,192.0,12,0,19,-0.2588190451025208,-0.9659258262890683
Southwest,"BUNCO, PETTY THEFT",27,M,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",undefined,Invest Cont,17,Monday,0,Afternoon,0,0.0,1,0,12,-0.9659258262890683,-0.25881904510252063
Van Nuys,BURGLARY FROM VEHICLE,27,F,H,STREET,undefined,Invest Cont,18,Friday,0,Evening,0,24.0,4,0,11,-1.0,-1.8369701987210297e-16
Southeast,VIOLATION OF RESTRAINING ORDER,59,F,H,SINGLE FAMILY DWELLING,undefined,Adult Other,19,Tuesday,0,Evening,0,0.0,7,0,13,-0.9659258262890684,0.2588190451025203
Harbor,"BUNCO, GRAND THEFT",23,M,H,PARKING LOT,undefined,Adult Arrest,9,Sunday,1,Morning,0,72.0,11,0,5,0.7071067811865476,-0.7071067811865475
Wilshire,"BURGLARY FROM VEHICLE, ATTEMPTED",42,F,W,STREET,undefined,Invest Cont,16,Tuesday,0,Afternoon,0,0.0,12,0,12,-0.8660254037844385,-0.5000000000000004
Newton,BATTERY - SIMPLE ASSAULT,45,M,H,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,23,Tuesday,0,Night,1,0.0,1,1,0,-0.25881904510252157,0.9659258262890681
Central,TRESPASSING,0,M,O,MTA - RED LINE - UNION STATION,undefined,Invest Cont,6,Thursday,0,Morning,0,0.0,3,0,9,1.0,6.123233995736766e-17
Pacific,ROBBERY,33,M,O,TRANSPORTATION FACILITY (AIRPORT),VERBAL THREAT,Invest Cont,4,Thursday,0,Night,1,0.0,6,0,4,0.8660254037844386,0.5000000000000001
Topanga,CRIMINAL THREATS - NO WEAPON DISPLAYED,46,M,H,SINGLE FAMILY DWELLING,VERBAL THREAT,Adult Arrest,16,Sunday,1,Afternoon,0,0.0,7,0,7,-0.8660254037844385,-0.5000000000000004
Hollywood,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),20,F,W,STREET,undefined,Invest Cont,21,Tuesday,0,Evening,0,0.0,3,0,8,-0.7071067811865477,0.7071067811865474
Rampart,THEFT PLAIN - PETTY ($950 & UNDER),23,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",undefined,Invest Cont,12,Tuesday,0,Afternoon,0,648.0,12,0,9,1.2246467991473532e-16,-1.0
Southwest,ROBBERY,24,F,H,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,0,Wednesday,0,Night,1,0.0,3,1,12,0.0,1.0
Central,BATTERY - SIMPLE ASSAULT,28,M,B,LA UNION STATION (NOT LINE SPECIFIC),ROCK/THROWN OBJECT,Invest Cont,0,Sunday,1,Night,1,0.0,7,0,9,0.0,1.0
77th Street,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",28,M,O,SINGLE FAMILY DWELLING,undefined,Invest Cont,2,Tuesday,0,Night,1,0.0,8,0,0,0.49999999999999994,0.8660254037844387
Olympic,BURGLARY,31,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",undefined,Invest Cont,7,Monday,0,Morning,0,48.0,2,0,6,0.9659258262890683,-0.25881904510252063
Topanga,INTIMATE PARTNER - SIMPLE ASSAULT,34,M,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,17,Wednesday,0,Afternoon,0,0.0,2,0,16,-0.9659258262890683,-0.25881904510252063
Pacific,THEFT PLAIN - PETTY ($950 & UNDER),35,M,W,BAR/COCKTAIL/NIGHTCLUB,undefined,Invest Cont,23,Friday,0,Night,1,48.0,9,0,18,-0.25881904510252157,0.9659258262890681
Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",45,M,W,SIDEWALK,HAND GUN,Adult Arrest,13,Sunday,1,Afternoon,0,24.0,1,0,14,-0.2588190451025208,-0.9659258262890683
Van Nuys,BATTERY - SIMPLE ASSAULT,29,M,H,MINI-MART,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,0,Saturday,1,Night,1,48.0,11,1,11,0.0,1.0
Hollywood,BRANDISH WEAPON,41,M,O,PARKING UNDERGROUND/BUILDING,UNKNOWN WEAPON/OTHER WEAPON,Adult Other,20,Thursday,0,Evening,0,0.0,1,0,6,-0.8660254037844386,0.5000000000000001
Harbor,VEHICLE - ATTEMPT STOLEN,27,M,H,STREET,undefined,Invest Cont,6,Saturday,1,Morning,0,72.0,5,0,5,1.0,6.123233995736766e-17
Hollywood,ROBBERY,50,F,H,STREET,OTHER KNIFE,Invest Cont,14,Tuesday,0,Afternoon,0,0.0,6,1,6,-0.4999999999999997,-0.8660254037844388
Topanga,DISTURBING THE PEACE,42,M,W,PARKING LOT,VERBAL THREAT,Adult Other,14,Thursday,0,Afternoon,0,24.0,10,0,16,-0.4999999999999997,-0.8660254037844388
Van Nuys,THEFT PLAIN - PETTY ($950 & UNDER),39,F,H,OTHER RESIDENCE,undefined,Invest Cont,22,Saturday,1,Night,1,312.0,9,0,11,-0.5000000000000004,0.8660254037844384
Devonshire,BATTERY - SIMPLE ASSAULT,60,M,W,OTHER BUSINESS,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,21,Wednesday,0,Evening,0,0.0,6,0,7,-0.7071067811865477,0.7071067811865474
Central,BATTERY - SIMPLE ASSAULT,37,M,W,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,18,Saturday,1,Evening,0,0.0,1,0,9,-1.0,-1.8369701987210297e-16
Topanga,BATTERY - SIMPLE ASSAULT,79,F,W,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,18,Saturday,1,Evening,0,0.0,5,0,16,-1.0,-1.8369701987210297e-16
Van Nuys,BATTERY - SIMPLE ASSAULT,29,M,H,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,16,Wednesday,0,Afternoon,0,24.0,12,0,11,-0.8660254037844385,-0.5000000000000004
Van Nuys,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,11,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",UNKNOWN WEAPON/OTHER WEAPON,Adult Arrest,19,Tuesday,0,Evening,0,24.0,11,0,11,-0.9659258262890684,0.2588190451025203
Foothill,BATTERY - SIMPLE ASSAULT,28,F,H,MTA BUS,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,12,Friday,0,Afternoon,0,0.0,1,1,19,1.2246467991473532e-16,-1.0
Newton,"BUNCO, PETTY THEFT",80,M,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",undefined,Invest Cont,6,Friday,0,Morning,0,0.0,9,0,0,1.0,6.123233995736766e-17
Southeast,INTIMATE PARTNER - SIMPLE ASSAULT,25,F,B,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,14,Thursday,0,Afternoon,0,480.0,6,1,13,-0.4999999999999997,-0.8660254037844388
Topanga,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",31,M,H,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1,Sunday,1,Night,1,0.0,12,1,16,0.25881904510252074,0.9659258262890683
Pacific,VIOLATION OF RESTRAINING ORDER,49,F,W,SINGLE FAMILY DWELLING,undefined,Invest Cont,0,Tuesday,0,Night,1,0.0,11,0,18,0.0,1.0
Wilshire,VIOLATION OF COURT ORDER,42,M,W,SINGLE FAMILY DWELLING,undefined,Invest Cont,8,Tuesday,0,Morning,0,0.0,3,0,12,0.8660254037844387,-0.4999999999999998
N Hollywood,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",26,F,A,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",undefined,Invest Cont,13,Wednesday,0,Afternoon,0,240.0,4,0,8,-0.2588190451025208,-0.9659258262890683
Central,ROBBERY,0,M,O,OTHER BUSINESS,SHOTGUN,Invest Cont,17,Tuesday,0,Afternoon,0,0.0,2,0,9,-0.9659258262890683,-0.25881904510252063
Hollywood,PICKPOCKET,24,F,O,NIGHT CLUB (OPEN EVENINGS ONLY),undefined,Invest Cont,1,Saturday,1,Night,1,0.0,5,0,6,0.25881904510252074,0.9659258262890683
Pacific,BATTERY - SIMPLE ASSAULT,22,M,H,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,5,Monday,0,Night,1,0.0,11,0,4,0.9659258262890683,0.25881904510252074
Hollywood,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",29,F,B,STREET,undefined,Invest Cont,20,Friday,0,Evening,0,24.0,10,1,6,-0.8660254037844386,0.5000000000000001
Southeast,THROWING OBJECT AT MOVING VEHICLE,46,M,B,STREET,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,18,Wednesday,0,Evening,0,0.0,12,1,13,-1.0,-1.8369701987210297e-16
Southeast,BURGLARY FROM VEHICLE,19,M,B,PARKING LOT,undefined,Invest Cont,7,Friday,0,Morning,0,0.0,4,0,13,0.9659258262890683,-0.25881904510252063
Hollywood,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",62,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",undefined,Invest Cont,15,Wednesday,0,Afternoon,0,24.0,8,0,1,-0.7071067811865471,-0.7071067811865479
77th Street,CONTEMPT OF COURT,55,F,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",PHYSICAL PRESENCE,Adult Other,22,Thursday,0,Night,1,0.0,3,0,0,-0.5000000000000004,0.8660254037844384
Rampart,THEFT OF IDENTITY,27,M,O,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",undefined,Invest Cont,21,Monday,0,Evening,0,0.0,11,0,6,-0.7071067811865477,0.7071067811865474
Southeast,INTIMATE PARTNER - SIMPLE ASSAULT,29,F,H,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,3,Saturday,1,Night,1,0.0,1,0,13,0.7071067811865476,0.7071067811865476
Central,BURGLARY FROM VEHICLE,25,F,W,PARKING LOT,undefined,Invest Cont,20,Sunday,1,Evening,0,24.0,9,0,9,-0.8660254037844386,0.5000000000000001
Mission,VIOLATION OF RESTRAINING ORDER,63,F,H,SINGLE FAMILY DWELLING,undefined,Invest Cont,17,Tuesday,0,Afternoon,0,0.0,4,0,19,-0.9659258262890683,-0.25881904510252063
Wilshire,BATTERY - SIMPLE ASSAULT,52,F,B,SINGLE FAMILY DWELLING,UNKNOWN WEAPON/OTHER WEAPON,Adult Other,17,Tuesday,0,Afternoon,0,0.0,12,0,12,-0.9659258262890683,-0.25881904510252063
Harbor,CRIMINAL THREATS - NO WEAPON DISPLAYED,41,F,H,SINGLE FAMILY DWELLING,VERBAL THREAT,Adult Other,22,Friday,0,Night,1,96.0,9,0,5,-0.5000000000000004,0.8660254037844384
N Hollywood,BATTERY - SIMPLE ASSAULT,49,M,W,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,13,Wednesday,0,Afternoon,0,0.0,8,0,8,-0.2588190451025208,-0.9659258262890683
77th Street,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),14,F,H,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Juv Other,5,Monday,0,Night,1,24.0,3,0,0,0.9659258262890683,0.25881904510252074
West Valley,INTIMATE PARTNER - SIMPLE ASSAULT,44,M,O,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,7,Saturday,1,Morning,0,0.0,3,0,3,0.9659258262890683,-0.25881904510252063
Newton,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",26,M,H,PARKING LOT,HAND GUN,Invest Cont,21,Thursday,0,Evening,0,0.0,7,1,0,-0.7071067811865477,0.7071067811865474
Southwest,PICKPOCKET,19,F,O,STREET,undefined,Invest Cont,22,Friday,0,Night,1,48.0,9,0,0,-0.5000000000000004,0.8660254037844384
Central,SHOPLIFTING - PETTY THEFT ($950 & UNDER),23,M,B,DEPARTMENT STORE,undefined,Invest Cont,12,Saturday,1,Afternoon,0,0.0,3,0,9,1.2246467991473532e-16,-1.0
Central,BURGLARY FROM VEHICLE,37,F,H,STREET,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,7,Thursday,0,Morning,0,0.0,4,1,9,0.9659258262890683,-0.25881904510252063
Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,M,O,"VEHICLE, PASSENGER/TRUCK",undefined,Invest Cont,18,Tuesday,0,Evening,0,480.0,6,1,9,-1.0,-1.8369701987210297e-16
Hollywood,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),54,F,W,STREET,undefined,Invest Cont,17,Saturday,1,Afternoon,0,24.0,8,0,12,-0.9659258262890683,-0.25881904510252063
77th Street,BURGLARY FROM VEHICLE,48,M,H,STREET,undefined,Invest Cont,20,Sunday,1,Evening,0,24.0,4,0,0,-0.8660254037844386,0.5000000000000001
Olympic,VANDALISM - MISDEAMEANOR ($399 OR UNDER),67,M,O,STREET,undefined,Invest Cont,18,Friday,0,Evening,0,0.0,6,1,6,-1.0,-1.8369701987210297e-16
Foothill,BATTERY - SIMPLE ASSAULT,78,M,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,15,Friday,0,Afternoon,0,168.0,10,0,19,-0.7071067811865471,-0.7071067811865479
Southwest,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",45,M,B,SINGLE FAMILY DWELLING,undefined,Invest Cont,9,Sunday,1,Morning,0,0.0,6,0,0,0.7071067811865476,-0.7071067811865475
Rampart,THEFT OF IDENTITY,27,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",undefined,Invest Cont,9,Sunday,1,Morning,0,912.0,9,0,9,0.7071067811865476,-0.7071067811865475
Southeast,BRANDISH WEAPON,20,F,B,PARKING LOT,BLUNT INSTRUMENT,Invest Cont,0,Friday,0,Night,1,0.0,8,0,13,0.0,1.0
Van Nuys,INTIMATE PARTNER - SIMPLE ASSAULT,18,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,21,Saturday,1,Evening,0,24.0,7,0,11,-0.7071067811865477,0.7071067811865474
Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",60,M,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",UNKNOWN TYPE CUTTING INSTRUMENT,Adult Other,5,Thursday,0,Night,1,0.0,11,1,5,0.9659258262890683,0.25881904510252074
Central,INTIMATE PARTNER - SIMPLE ASSAULT,40,M,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,0,Wednesday,0,Night,1,0.0,10,0,9,0.0,1.0
77th Street,THEFT OF IDENTITY,22,M,H,SINGLE FAMILY DWELLING,undefined,Invest Cont,16,Wednesday,0,Afternoon,0,6792.0,5,0,13,-0.8660254037844385,-0.5000000000000004
77th Street,"RAPE, FORCIBLE",31,F,O,HOTEL,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,3,Tuesday,0,Night,1,0.0,9,0,13,0.7071067811865476,0.7071067811865476
Pacific,BIKE - STOLEN,20,F,W,PARKING LOT,undefined,Invest Cont,15,Monday,0,Afternoon,0,0.0,5,0,4,-0.7071067811865471,-0.7071067811865479
N Hollywood,THEFT OF IDENTITY,52,F,W,OTHER PREMISE,undefined,Invest Cont,11,Sunday,1,Morning,0,8760.0,9,0,11,0.258819045102521,-0.9659258262890682
Central,BATTERY - SIMPLE ASSAULT,41,M,W,MTA - RED LINE - 7TH AND METRO CENTER,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,18,Wednesday,0,Evening,0,0.0,4,0,9,-1.0,-1.8369701987210297e-16
Newton,THEFT PLAIN - PETTY ($950 & UNDER),0,M,H,SIDEWALK,undefined,Invest Cont,10,Sunday,1,Morning,0,0.0,9,0,0,0.49999999999999994,-0.8660254037844387
Mission,BATTERY - SIMPLE ASSAULT,33,M,W,GROUP HOME,BLUNT INSTRUMENT,Adult Other,20,Sunday,1,Evening,0,0.0,10,0,19,-0.8660254037844386,0.5000000000000001
West LA,CRIMINAL THREATS - NO WEAPON DISPLAYED,50,F,W,JUNIOR HIGH SCHOOL,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,13,Monday,0,Afternoon,0,0.0,2,0,10,-0.2588190451025208,-0.9659258262890683
Mission,INTIMATE PARTNER - SIMPLE ASSAULT,33,M,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,3,Monday,0,Night,1,0.0,9,0,19,0.7071067811865476,0.7071067811865476
N Hollywood,VANDALISM - MISDEAMEANOR ($399 OR UNDER),26,F,O,SINGLE FAMILY DWELLING,undefined,Invest Cont,18,Sunday,1,Evening,0,48.0,10,0,8,-1.0,-1.8369701987210297e-16
Wilshire,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),3,M,W,HOSPITAL,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,11,Tuesday,0,Morning,0,168.0,1,0,12,0.258819045102521,-0.9659258262890682
Foothill,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",54,M,A,OTHER/OUTSIDE,undefined,Invest Cont,18,Sunday,1,Evening,0,24.0,9,0,17,-1.0,-1.8369701987210297e-16
Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",14,M,B,STREET,HAND GUN,Invest Cont,17,Tuesday,0,Afternoon,0,0.0,6,0,12,-0.9659258262890683,-0.25881904510252063
Rampart,THEFT OF IDENTITY,23,M,O,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",undefined,Invest Cont,6,Wednesday,0,Morning,0,168.0,11,0,9,1.0,6.123233995736766e-17
Devonshire,THEFT OF IDENTITY,34,M,H,WEBSITE,undefined,Invest Cont,20,Thursday,0,Evening,0,2016.0,6,0,7,-0.8660254037844386,0.5000000000000001
Hollywood,BATTERY - SIMPLE ASSAULT,33,M,H,OTHER BUSINESS,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,11,Wednesday,0,Morning,0,24.0,4,0,6,0.258819045102521,-0.9659258262890682
Southwest,"BUNCO, GRAND THEFT",38,M,B,SINGLE FAMILY DWELLING,undefined,Invest Cont,15,Tuesday,0,Afternoon,0,72.0,6,0,0,-0.7071067811865471,-0.7071067811865479
Mission,VIOLATION OF COURT ORDER,62,M,H,SINGLE FAMILY DWELLING,undefined,Adult Other,19,Wednesday,0,Evening,0,0.0,3,0,15,-0.9659258262890684,0.2588190451025203
Northeast,BATTERY - SIMPLE ASSAULT,25,M,H,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,21,Saturday,1,Evening,0,24.0,4,0,14,-0.7071067811865477,0.7071067811865474
Olympic,THEFT OF IDENTITY,33,F,O,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",undefined,Invest Cont,0,Sunday,1,Night,1,0.0,10,0,6,0.0,1.0
77th Street,ROBBERY,29,F,H,SIDEWALK,KNIFE WITH BLADE 6INCHES OR LESS,Invest Cont,20,Tuesday,0,Evening,0,0.0,8,1,0,-0.8660254037844386,0.5000000000000001
Southwest,THEFT FROM MOTOR VEHICLE - ATTEMPT,59,F,W,PARKING UNDERGROUND/BUILDING,undefined,Adult Arrest,1,Sunday,1,Night,1,0.0,12,0,12,0.25881904510252074,0.9659258262890683
Topanga,BURGLARY,50,F,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",undefined,Invest Cont,3,Friday,0,Night,1,168.0,8,0,16,0.7071067811865476,0.7071067811865476
Pacific,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",29,M,B,BEACH,undefined,Invest Cont,15,Friday,0,Afternoon,0,120.0,5,0,18,-0.7071067811865471,-0.7071067811865479
Foothill,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),30,F,H,STREET,undefined,Invest Cont,9,Monday,0,Morning,0,24.0,4,0,19,0.7071067811865476,-0.7071067811865475
Foothill,TRESPASSING,0,M,O,OTHER PREMISE,undefined,Invest Cont,15,Saturday,1,Afternoon,0,0.0,4,0,19,-0.7071067811865471,-0.7071067811865479
N Hollywood,BATTERY - SIMPLE ASSAULT,27,M,H,BAR/SPORTS BAR (OPEN DAY & NIGHT),"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,23,Friday,0,Night,1,24.0,10,0,8,-0.25881904510252157,0.9659258262890681
N Hollywood,TRESPASSING,0,M,W,PARKING LOT,undefined,Invest Cont,10,Friday,0,Morning,0,0.0,5,0,8,0.49999999999999994,-0.8660254037844387
Pacific,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),37,F,W,GARAGE/CARPORT,undefined,Invest Cont,22,Saturday,1,Night,1,72.0,8,0,18,-0.5000000000000004,0.8660254037844384
Central,BURGLARY FROM VEHICLE,67,M,W,STREET,UNKNOWN WEAPON/OTHER WEAPON,Adult Other,4,Tuesday,0,Night,1,0.0,1,1,9,0.8660254037844386,0.5000000000000001
Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",45,F,W,PARKING UNDERGROUND/BUILDING,undefined,Invest Cont,16,Tuesday,0,Afternoon,0,0.0,1,0,9,-0.8660254037844385,-0.5000000000000004
Pacific,BURGLARY,28,F,W,OTHER BUSINESS,undefined,Invest Cont,15,Friday,0,Afternoon,0,24.0,11,0,18,-0.7071067811865471,-0.7071067811865479
Foothill,KIDNAPPING - GRAND ATTEMPT,18,F,H,STREET,CLUB/BAT,Invest Cont,17,Thursday,0,Afternoon,0,0.0,7,1,19,-0.9659258262890683,-0.25881904510252063
Newton,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),29,F,H,STREET,undefined,Invest Cont,7,Friday,0,Morning,0,96.0,11,0,9,0.9659258262890683,-0.25881904510252063
Hollywood,BURGLARY,29,F,W,GARAGE/CARPORT,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,15,Thursday,0,Afternoon,0,1008.0,8,0,6,-0.7071067811865471,-0.7071067811865479
Southwest,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),45,F,B,STREET,undefined,Invest Cont,19,Saturday,1,Evening,0,24.0,2,0,12,-0.9659258262890684,0.2588190451025203
Southeast,THEFT OF IDENTITY,35,F,B,SINGLE FAMILY DWELLING,undefined,Invest Cont,12,Saturday,1,Afternoon,0,48.0,4,0,13,1.2246467991473532e-16,-1.0
Rampart,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),47,M,H,STREET,undefined,Invest Cont,19,Wednesday,0,Evening,0,24.0,10,0,6,-0.9659258262890684,0.2588190451025203
Mission,THEFT PLAIN - PETTY ($950 & UNDER),21,F,H,"PORCH, RESIDENTIAL",undefined,Invest Cont,11,Tuesday,0,Morning,0,24.0,4,0,19,0.258819045102521,-0.9659258262890682
Pacific,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),70,M,W,STREET,undefined,Invest Cont,18,Friday,0,Evening,0,48.0,6,0,18,-1.0,-1.8369701987210297e-16
Van Nuys,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),50,M,W,PARKING LOT,undefined,Invest Cont,14,Monday,0,Afternoon,0,24.0,5,0,11,-0.4999999999999997,-0.8660254037844388
Pacific,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),58,M,W,HEALTH SPA/GYM,undefined,Invest Cont,22,Friday,0,Night,1,624.0,6,0,4,-0.5000000000000004,0.8660254037844384
Newton,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,M,W,CLOTHING STORE,undefined,Invest Cont,12,Friday,0,Afternoon,0,0.0,9,0,9,1.2246467991473532e-16,-1.0
Southwest,ROBBERY,59,F,B,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,8,Wednesday,0,Morning,0,0.0,7,0,12,0.8660254037844387,-0.4999999999999998
Van Nuys,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",46,M,H,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),undefined,Adult Arrest,7,Friday,0,Morning,0,0.0,6,0,11,0.9659258262890683,-0.25881904510252063
West LA,BURGLARY,65,F,W,SINGLE FAMILY DWELLING,undefined,Invest Cont,8,Tuesday,0,Morning,0,0.0,4,0,10,0.8660254037844387,-0.4999999999999998
Southeast,THEFT OF IDENTITY,32,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",undefined,Invest Cont,8,Thursday,0,Morning,0,0.0,11,0,13,0.8660254037844387,-0.4999999999999998
West Valley,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),26,M,H,STREET,undefined,Invest Cont,18,Wednesday,0,Evening,0,24.0,8,1,3,-1.0,-1.8369701987210297e-16
Rampart,"BUNCO, GRAND THEFT",25,M,W,BANK,undefined,Invest Cont,9,Wednesday,0,Morning,0,384.0,6,0,9,0.7071067811865476,-0.7071067811865475
Pacific,BATTERY - SIMPLE ASSAULT,51,F,B,OTHER PREMISE,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,16,Friday,0,Afternoon,0,0.0,3,0,18,-0.8660254037844385,-0.5000000000000004
Northeast,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,M,H,"MEMBERSHIP STORE (COSTCO,SAMS CLUB)*",undefined,Juv Arrest,16,Saturday,1,Afternoon,0,0.0,2,0,6,-0.8660254037844385,-0.5000000000000004
77th Street,THEFT FROM MOTOR VEHICLE - ATTEMPT,59,F,H,STREET,undefined,Invest Cont,17,Tuesday,0,Afternoon,0,0.0,1,0,0,-0.9659258262890683,-0.25881904510252063
77th Street,BATTERY - SIMPLE ASSAULT,22,M,H,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,18,Friday,0,Evening,0,0.0,8,1,0,-1.0,-1.8369701987210297e-16
West LA,BURGLARY,77,F,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",undefined,Adult Arrest,7,Monday,0,Morning,0,0.0,4,0,10,0.9659258262890683,-0.25881904510252063
